causative_agent,outbreak_type,duration
Coronavirus,Respiratory,9
Coronavirus,Respiratory,12
Coronavirus,Respiratory,36
Coronavirus,Respiratory,40
Coronavirus,Respiratory,51
Coronavirus,Respiratory,11
Coronavirus,Respiratory,13
Coronavirus,Respiratory,14
Coronavirus,Respiratory,19
Coronavirus,Respiratory,11
Coronavirus,Respiratory,19
Coronavirus,Respiratory,15
Coronavirus,Respiratory,24
Coronavirus,Respiratory,24
Coronavirus,Respiratory,13
Coronavirus,Respiratory,20
Coronavirus,Respiratory,8
Coronavirus,Respiratory,14
Coronavirus,Respiratory,14
Coronavirus,Respiratory,20
Coronavirus,Respiratory,21
Coronavirus,Respiratory,15
Coronavirus,Respiratory,18
Coronavirus,Respiratory,14
Coronavirus,Respiratory,20
Coronavirus,Respiratory,34
Coronavirus,Respiratory,8
Coronavirus,Respiratory,15
Coronavirus,Respiratory,16
Coronavirus,Respiratory,20
Coronavirus,Respiratory,37
Coronavirus,Respiratory,37
Coronavirus,Respiratory,16
Coronavirus,Respiratory,20
Clostridium Difficile,Enteric,13
Coronavirus,Respiratory,35
Coronavirus,Respiratory,14
Coronavirus,Respiratory,30
Coronavirus,Respiratory,16
Coronavirus,Respiratory,21
Coronavirus,Respiratory,13
Coronavirus,Respiratory,20
Coronavirus,Respiratory,60
Coronavirus,Respiratory,72
Coronavirus,Respiratory,15
Coronavirus,Respiratory,18
Coronavirus,Respiratory,18
Coronavirus,Respiratory,26
Coronavirus,Respiratory,108
Coronavirus,Respiratory,13
Coronavirus,Respiratory,22
Coronavirus,Respiratory,37
Coronavirus,Respiratory,23
Coronavirus,Respiratory,34
Coronavirus,Respiratory,62
Coronavirus,Respiratory,15
Coronavirus,Respiratory,47
Coronavirus,Respiratory,15
Coronavirus,Respiratory,55
Coronavirus,Respiratory,32
Coronavirus,Respiratory,43
Coronavirus,Respiratory,62
Coronavirus,Respiratory,28
Coronavirus,Respiratory,36
Coronavirus,Respiratory,37
Coronavirus,Respiratory,46
Coronavirus,Respiratory,25
Coronavirus,Respiratory,3
Coronavirus,Respiratory,10
Coronavirus,Respiratory,14
Coronavirus,Respiratory,22
Coronavirus,Respiratory,25
Coronavirus,Respiratory,25
Coronavirus,Respiratory,34
Coronavirus,Respiratory,43
Coronavirus,Respiratory,31
Coronavirus,Respiratory,40
Coronavirus,Respiratory,40
Coronavirus,Respiratory,51
Coronavirus,Respiratory,74
Coronavirus,Respiratory,35
Coronavirus,Respiratory,53
Coronavirus,Respiratory,90
Coronavirus,Respiratory,14
Coronavirus,Respiratory,24
Coronavirus,Respiratory,35
Coronavirus,Respiratory,37
Coronavirus,Respiratory,70
Coronavirus,Respiratory,95
Coronavirus,Respiratory,17
Coronavirus,Respiratory,24
Coronavirus,Respiratory,97
Coronavirus,Respiratory,102
Rhinovirus,Respiratory,20
Unknown,Respiratory,9
Coronavirus,Respiratory,8
Coronavirus,Respiratory,62
Coronavirus,Respiratory,65
Coronavirus,Respiratory,20
Coronavirus,Respiratory,32
Coronavirus,Respiratory,34
Coronavirus,Respiratory,45
Coronavirus,Respiratory,48
Coronavirus,Respiratory,63
Metapneumovirus,Respiratory,9
Coronavirus,Respiratory,34
Coronavirus,Respiratory,61
Coronavirus,Respiratory,63
Coronavirus,Respiratory,15
Coronavirus,Respiratory,15
Coronavirus,Respiratory,48
Coronavirus,Respiratory,48
Coronavirus,Respiratory,53
Coronavirus,Respiratory,63
Metapneumovirus,Respiratory,13
Unknown,Enteric,9
Coronavirus,Respiratory,17
Coronavirus,Respiratory,36
Coronavirus,Respiratory,55
Coronavirus,Respiratory,57
Coronavirus,Respiratory,77
Metapneumovirus,Respiratory,8
Coronavirus,Respiratory,14
Coronavirus,Respiratory,52
Coronavirus,Respiratory,66
Unknown,Respiratory,16
Coronavirus,Respiratory,99
Coronavirus,Respiratory,38
Coronavirus,Respiratory,61
Coronavirus,Respiratory,70
Unknown,Respiratory,15
Rhinovirus,Respiratory,78
Coronavirus,Respiratory,51
Coronavirus,Respiratory,61
Coronavirus,Respiratory,78
Metapneumovirus,Respiratory,12
Coronavirus,Respiratory,55
Coronavirus,Respiratory,17
Coronavirus,Respiratory,17
Coronavirus,Respiratory,15
Coronavirus,Respiratory,11
Rhinovirus,Respiratory,10
Coronavirus,Respiratory,24
Coronavirus,Respiratory,82
Coronavirus,Respiratory,10
Coronavirus,Respiratory,19
Coronavirus,Respiratory,56
Metapneumovirus,Respiratory,11
Metapneumovirus,Respiratory,11
Metapneumovirus,Respiratory,24
Influenza,Respiratory,11
Influenza,Respiratory,23
Coronavirus,Respiratory,97
Coronavirus,Respiratory,20
Coronavirus,Respiratory,74
Unknown,Respiratory,6
Unknown,Respiratory,10
RSV,Respiratory,14
Coronavirus,Respiratory,14
Coronavirus,Respiratory,67
RSV,Respiratory,7
RSV,Respiratory,13
Unknown,Respiratory,10
Unknown,Respiratory,13
Influenza,Respiratory,16
Influenza,Respiratory,16
RSV,Respiratory,15
Rhinovirus,Respiratory,14
Coronavirus,Respiratory,8
Unknown,Respiratory,13
Metapneumovirus,Respiratory,13
Unknown,Enteric,17
Influenza,Respiratory,7
Metapneumovirus,Respiratory,16
Rhinovirus,Respiratory,21
Unknown,Enteric,8
Influenza,Respiratory,24
Rotavirus,Enteric,6
Coronavirus,Respiratory,13
Unknown,Enteric,6
Coronavirus,Respiratory,11
Coronavirus,Respiratory,10
Unknown,Enteric,5
RSV,Respiratory,12
Unknown,Enteric,13
Influenza,Respiratory,12
Metapneumovirus,Respiratory,10
Unknown,Enteric,14
Unknown,Respiratory,14
Influenza,Respiratory,9
RSV,Respiratory,24
RSV,Respiratory,24
Influenza,Respiratory,16
RSV,Respiratory,7
Unknown,Enteric,18
Influenza,Respiratory,9
Unknown,Enteric,13
Unknown,Enteric,12
Rhinovirus,Respiratory,16
RSV,Respiratory,8
CPE,Other,27
Unknown,Enteric,11
Influenza,Respiratory,8
Unknown,Respiratory,11
Influenza,Respiratory,11
Unknown,Enteric,16
RSV,Respiratory,9
Coronavirus,Respiratory,15
Coronavirus,Respiratory,18
Influenza,Respiratory,6
Unknown,Enteric,19
Coronavirus,Respiratory,13
Coronavirus,Respiratory,17
Influenza,Respiratory,8
RSV,Respiratory,10
Unknown,Enteric,7
Metapneumovirus,Respiratory,21
RSV,Respiratory,9
Unknown,Enteric,20
Influenza,Respiratory,15
Influenza,Respiratory,15
Influenza,Respiratory,15
Influenza,Respiratory,14
Influenza,Respiratory,8
Influenza,Respiratory,7
Influenza,Respiratory,8
Influenza,Respiratory,15
Influenza,Respiratory,16
Influenza,Respiratory,10
Metapneumovirus,Respiratory,18
Metapneumovirus,Respiratory,18
Influenza,Respiratory,7
RSV,Respiratory,7
Influenza,Respiratory,6
Influenza,Respiratory,11
Influenza,Respiratory,8
RSV,Respiratory,8
Metapneumovirus,Respiratory,9
Influenza,Respiratory,13
Influenza,Respiratory,5
RSV,Respiratory,14
RSV,Respiratory,18
RSV,Respiratory,25
Unknown,Respiratory,14
Metapneumovirus,Respiratory,9
Rhinovirus,Respiratory,5
Coronavirus,Respiratory,9
Influenza,Respiratory,8
Influenza,Respiratory,5
Influenza,Respiratory,9
Unknown,Enteric,7
Unknown,Enteric,8
Metapneumovirus,Respiratory,13
Influenza,Respiratory,10
RSV,Respiratory,23
Influenza,Respiratory,6
Influenza,Respiratory,6
Influenza,Respiratory,8
Metapneumovirus,Respiratory,12
Unknown,Enteric,16
RSV,Respiratory,24
Metapneumovirus,Respiratory,10
Influenza,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,12
Influenza,Respiratory,8
Influenza,Respiratory,14
Unknown,Enteric,9
Unknown,Enteric,10
Coronavirus,Respiratory,18
Influenza,Respiratory,9
Unknown,Enteric,16
Influenza,Respiratory,20
Influenza,Respiratory,20
Influenza,Respiratory,7
Influenza,Respiratory,12
Influenza,Respiratory,13
RSV,Respiratory,9
Influenza,Respiratory,17
Unknown,Enteric,7
Unknown,Respiratory,7
Unknown,Respiratory,9
Unknown,Respiratory,11
Influenza,Respiratory,6
Coronavirus,Respiratory,10
Influenza,Respiratory,14
Influenza,Respiratory,8
Influenza,Respiratory,14
Influenza,Respiratory,7
Influenza,Respiratory,8
Influenza,Respiratory,21
Influenza,Respiratory,21
Influenza,Respiratory,16
Rhinovirus,Respiratory,20
Metapneumovirus,Respiratory,15
Influenza,Respiratory,17
Metapneumovirus,Respiratory,14
Unknown,Enteric,14
Influenza,Respiratory,8
Rhinovirus,Respiratory,16
Metapneumovirus,Respiratory,21
Unknown,Enteric,21
Unknown,Enteric,23
Influenza,Respiratory,13
RSV,Respiratory,25
RSV,Respiratory,25
Unknown,Enteric,19
Influenza,Respiratory,7
Unknown,Respiratory,10
Unknown,Enteric,19
Coronavirus,Respiratory,17
Unknown,Enteric,7
Rhinovirus,Respiratory,7
Influenza,Respiratory,6
Influenza,Respiratory,6
Influenza,Respiratory,11
Unknown,Enteric,22
RSV,Respiratory,14
Unknown,Enteric,5
Unknown,Respiratory,18
RSV,Respiratory,21
Rhinovirus,Respiratory,8
Unknown,Enteric,4
CPE,Other,28
Unknown,Enteric,8
Rhinovirus,Respiratory,13
CPE,Other,21
Unknown,Respiratory,8
Unknown,Respiratory,11
Unknown,Respiratory,12
Unknown,Respiratory,21
Unknown,Respiratory,8
Unknown,Respiratory,13
Unknown,Respiratory,15
Rhinovirus,Respiratory,15
Unknown,Respiratory,14
Unknown,Respiratory,14
Rhinovirus,Respiratory,9
Unknown,Respiratory,10
Unknown,Respiratory,13
CPE,Other,17
Unknown,Respiratory,15
Unknown,Respiratory,25
Unknown,Respiratory,11
Unknown,Respiratory,9
Unknown,Respiratory,13
Unknown,Respiratory,16
Unknown,Respiratory,15
Unknown,Respiratory,26
Unknown,Enteric,5
CPE,Other,21
Unknown,Respiratory,17
Unknown,Respiratory,11
Unknown,Respiratory,8
Unknown,Respiratory,21
Clostridium Difficile,Enteric,27
Unknown,Respiratory,14
Unknown,Enteric,20
Clostridium Difficile,Enteric,44
Clostridium Difficile,Enteric,8
Influenza,Respiratory,8
Unknown,Respiratory,14
Unknown,Respiratory,12
Unknown,Respiratory,10
Unknown,Respiratory,14
Unknown,Respiratory,10
Unknown,Respiratory,8
Unknown,Respiratory,8
Unknown,Respiratory,9
Unknown,Respiratory,9
Unknown,Enteric,9
Unknown,Respiratory,5
Unknown,Enteric,10
Unknown,Respiratory,13
Unknown,Respiratory,14
Unknown,Respiratory,20
Unknown,Respiratory,17
Rhinovirus,Respiratory,8
Unknown,Respiratory,16
Unknown,Respiratory,20
Unknown,Respiratory,18
Unknown,Respiratory,15
Unknown,Enteric,15
Unknown,Respiratory,27
Unknown,Respiratory,13
Unknown,Respiratory,24
Unknown,Respiratory,8
Unknown,Respiratory,8
Unknown,Respiratory,8
Influenza,Respiratory,19
Metapneumovirus,Respiratory,15
Unknown,Respiratory,9
Unknown,Respiratory,11
Unknown,Respiratory,12
Influenza,Respiratory,7
Metapneumovirus,Respiratory,11
Unknown,Respiratory,10
Metapneumovirus,Respiratory,12
Influenza,Respiratory,14
Influenza,Respiratory,9
Unknown,Enteric,17
Unknown,Respiratory,10
Metapneumovirus,Respiratory,15
Unknown,Enteric,11
Influenza,Respiratory,12
Unknown,Respiratory,8
Metapneumovirus,Respiratory,8
Influenza,Respiratory,6
Unknown,Enteric,6
Unknown,Respiratory,11
Influenza,Respiratory,19
Unknown,Respiratory,8
Clostridium Difficile,Enteric,15
Influenza,Respiratory,10
Unknown,Respiratory,9
Influenza,Respiratory,13
Influenza,Respiratory,11
Unknown,Respiratory,15
Influenza,Respiratory,17
Unknown,Respiratory,9
Influenza,Respiratory,11
Influenza,Respiratory,7
Unknown,Enteric,6
Influenza,Respiratory,5
Influenza,Respiratory,11
Rhinovirus,Respiratory,7
Influenza,Respiratory,21
Influenza,Respiratory,21
Unknown,Respiratory,9
Metapneumovirus,Respiratory,21
Unknown,Enteric,15
Influenza,Respiratory,12
RSV,Respiratory,17
Unknown,Enteric,12
Unknown,Enteric,8
Unknown,Respiratory,14
Influenza,Respiratory,9
Influenza,Respiratory,13
Unknown,Enteric,21
Metapneumovirus,Respiratory,10
Influenza,Respiratory,15
Unknown,Enteric,10
Unknown,Enteric,8
Influenza,Respiratory,19
Unknown,Enteric,6
Influenza,Respiratory,7
Influenza,Respiratory,8
Influenza,Respiratory,10
CPE,Other,12
Influenza,Respiratory,11
RSV,Respiratory,12
Metapneumovirus,Respiratory,10
Influenza,Respiratory,11
Unknown,Respiratory,7
Influenza,Respiratory,12
Influenza,Respiratory,8
Influenza,Respiratory,10
Unknown,Respiratory,10
Unknown,Enteric,10
Unknown,Enteric,15
Influenza,Respiratory,8
Metapneumovirus,Respiratory,14
Unknown,Enteric,9
Influenza,Respiratory,14
Unknown,Enteric,10
Unknown,Enteric,14
Unknown,Enteric,17
RSV,Respiratory,10
Influenza,Respiratory,16
Influenza,Respiratory,7
Unknown,Enteric,22
Unknown,Enteric,9
RSV,Respiratory,8
Unknown,Respiratory,10
Influenza,Respiratory,8
Influenza,Respiratory,13
Influenza,Respiratory,8
Influenza,Respiratory,28
Influenza,Respiratory,20
Metapneumovirus,Respiratory,14
Unknown,Enteric,5
Influenza,Respiratory,8
Influenza,Respiratory,9
Unknown,Respiratory,10
Influenza,Respiratory,8
Influenza,Respiratory,8
Influenza,Respiratory,15
RSV,Respiratory,10
Unknown,Respiratory,10
Influenza,Respiratory,19
Influenza,Respiratory,12
Influenza,Respiratory,9
Influenza,Respiratory,10
Metapneumovirus,Respiratory,21
Unknown,Enteric,11
Rhinovirus,Respiratory,13
Unknown,Respiratory,8
Influenza,Respiratory,9
Clostridium Difficile,Enteric,38
RSV,Respiratory,12
Influenza,Respiratory,16
Metapneumovirus,Respiratory,16
Influenza,Respiratory,8
RSV,Respiratory,24
Unknown,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,8
Influenza,Respiratory,10
Influenza,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,7
Influenza,Respiratory,12
RSV,Respiratory,14
Influenza,Respiratory,11
RSV,Respiratory,26
Influenza,Respiratory,13
Influenza,Respiratory,21
RSV,Respiratory,17
Unknown,Enteric,11
Influenza,Respiratory,8
Influenza,Respiratory,9
Unknown,Enteric,10
Rhinovirus,Respiratory,8
RSV,Respiratory,17
Influenza,Respiratory,10
Influenza,Respiratory,12
Unknown,Enteric,10
Unknown,Enteric,16
Influenza,Respiratory,12
Rhinovirus,Respiratory,10
Unknown,Respiratory,10
Influenza,Respiratory,12
RSV,Respiratory,9
Unknown,Enteric,4
Unknown,Enteric,11
Unknown,Enteric,11
Influenza,Respiratory,8
Influenza,Respiratory,8
RSV,Respiratory,7
Influenza,Respiratory,7
Unknown,Enteric,9
RSV,Respiratory,11
RSV,Respiratory,10
Unknown,Respiratory,15
RSV,Respiratory,9
RSV,Respiratory,20
Unknown,Enteric,12
Influenza,Respiratory,8
Influenza,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,8
Influenza,Respiratory,15
RSV,Respiratory,11
RSV,Respiratory,15
RSV,Respiratory,17
Metapneumovirus,Respiratory,14
Unknown,Enteric,7
Influenza,Respiratory,17
Influenza,Respiratory,11
Influenza,Respiratory,11
RSV,Respiratory,9
Influenza,Respiratory,14
Influenza,Respiratory,10
RSV,Respiratory,18
RSV,Respiratory,14
Influenza,Respiratory,15
RSV,Respiratory,10
Influenza,Respiratory,13
Influenza,Respiratory,20
Influenza,Respiratory,12
RSV,Respiratory,14
Influenza,Respiratory,8
Influenza,Respiratory,11
Influenza,Respiratory,18
Unknown,Respiratory,13
Influenza,Respiratory,13
RSV,Respiratory,12
Influenza,Respiratory,20
Rhinovirus,Respiratory,13
Influenza,Respiratory,14
Influenza,Respiratory,9
RSV,Respiratory,9
Influenza,Respiratory,8
Influenza,Respiratory,11
RSV,Respiratory,24
Influenza,Respiratory,7
Influenza,Respiratory,9
Unknown,Respiratory,9
Influenza,Respiratory,10
Influenza,Respiratory,4
Influenza,Respiratory,10
RSV,Respiratory,18
Unknown,Enteric,6
Unknown,Enteric,6
Unknown,Respiratory,9
Influenza,Respiratory,27
Influenza,Respiratory,27
Unknown,Enteric,11
Influenza,Respiratory,22
Influenza,Respiratory,7
Influenza,Respiratory,16
Influenza,Respiratory,6
RSV,Respiratory,14
RSV,Respiratory,14
Unknown,Enteric,29
Influenza,Respiratory,25
RSV,Respiratory,8
Unknown,Enteric,14
Unknown,Enteric,19
Unknown,Respiratory,11
RSV,Respiratory,27
Unknown,Enteric,7
Influenza,Respiratory,6
Unknown,Respiratory,12
Influenza,Respiratory,16
Unknown,Enteric,9
Influenza,Respiratory,9
Unknown,Enteric,4
Unknown,Respiratory,12
RSV,Respiratory,26
Influenza,Respiratory,14
RSV,Respiratory,14
Unknown,Respiratory,16
Influenza,Respiratory,8
Influenza,Respiratory,7
Unknown,Enteric,20
Unknown,Enteric,21
Rhinovirus,Respiratory,11
Influenza,Respiratory,9
Unknown,Enteric,24
CPE,Other,5
Influenza,Respiratory,8
Unknown,Respiratory,14
Unknown,Respiratory,9
Clostridium Difficile,Enteric,134
Influenza,Respiratory,15
RSV,Respiratory,39
Unknown,Enteric,12
Unknown,Enteric,11
Metapneumovirus,Respiratory,18
Unknown,Respiratory,8
Unknown,Enteric,37
Unknown,Respiratory,12
Influenza,Respiratory,10
Unknown,Respiratory,15
Influenza,Respiratory,11
Unknown,Respiratory,10
Unknown,Respiratory,21
Influenza,Respiratory,10
Unknown,Respiratory,15
RSV,Respiratory,14
Unknown,Respiratory,18
Unknown,Respiratory,11
Unknown,Respiratory,12
CPE,Other,16
Rhinovirus,Respiratory,9
Unknown,Respiratory,13
Unknown,Respiratory,9
Unknown,Respiratory,42
Unknown,Respiratory,10
Influenza,Respiratory,17
Unknown,Respiratory,9
Unknown,Respiratory,15
Unknown,Respiratory,8
Unknown,Respiratory,7
Unknown,Respiratory,6
Influenza,Respiratory,20
Unknown,Respiratory,13
Coronavirus,Respiratory,12
Unknown,Respiratory,14
Unknown,Respiratory,27
Unknown,Respiratory,10
Unknown,Respiratory,15
Unknown,Respiratory,10
Unknown,Respiratory,18
Unknown,Respiratory,8
Unknown,Respiratory,15
Unknown,Respiratory,15
Influenza,Respiratory,10
Unknown,Respiratory,9
Unknown,Respiratory,13
Unknown,Respiratory,14
Unknown,Respiratory,11
Unknown,Respiratory,18
Unknown,Respiratory,5
Unknown,Enteric,12
Unknown,Enteric,6
Unknown,Respiratory,10
Rhinovirus,Respiratory,19
Unknown,Respiratory,32
Rhinovirus,Respiratory,11
Unknown,Respiratory,14
CPE,Other,2
Unknown,Respiratory,19
Unknown,Respiratory,18
Influenza,Respiratory,19
Unknown,Respiratory,20
Unknown,Respiratory,21
Unknown,Respiratory,18
Unknown,Respiratory,26
Unknown,Respiratory,13
Rhinovirus,Respiratory,9
Unknown,Respiratory,15
Unknown,Respiratory,28
Unknown,Respiratory,10
Unknown,Respiratory,9
Unknown,Respiratory,17
Unknown,Respiratory,16
Rhinovirus,Respiratory,20
Unknown,Enteric,11
Influenza,Respiratory,12
Unknown,Respiratory,25
Unknown,Respiratory,11
Rhinovirus,Respiratory,10
Rhinovirus,Respiratory,10
Influenza,Respiratory,10
Influenza,Respiratory,17
Influenza,Respiratory,9
Unknown,Respiratory,28
Influenza,Respiratory,15
Influenza,Respiratory,15
Unknown,Enteric,13
Unknown,Enteric,7
Unknown,Enteric,8
Unknown,Respiratory,30
Unknown,Respiratory,15
RSV,Respiratory,9
Unknown,Respiratory,15
Influenza,Respiratory,9
Unknown,Respiratory,12
Metapneumovirus,Respiratory,18
Influenza,Respiratory,12
Unknown,Enteric,14
Influenza,Respiratory,17
Influenza,Respiratory,10
Metapneumovirus,Respiratory,29
Metapneumovirus,Respiratory,13
Influenza,Respiratory,12
Unknown,Enteric,13
Unknown,Enteric,6
Influenza,Respiratory,12
Metapneumovirus,Respiratory,9
Unknown,Respiratory,16
Unknown,Enteric,12
Unknown,Enteric,18
Coronavirus,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,15
Unknown,Enteric,12
Influenza,Respiratory,17
Influenza,Respiratory,11
Metapneumovirus,Respiratory,22
Influenza,Respiratory,12
Metapneumovirus,Respiratory,37
Influenza,Respiratory,11
Unknown,Respiratory,19
Unknown,Enteric,10
Influenza,Respiratory,8
Influenza,Respiratory,20
Influenza,Respiratory,8
Unknown,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,11
Influenza,Respiratory,12
Influenza,Respiratory,10
Influenza,Respiratory,19
Unknown,Enteric,14
Influenza,Respiratory,8
Unknown,Enteric,10
Unknown,Respiratory,33
Influenza,Respiratory,9
Metapneumovirus,Respiratory,12
Influenza,Respiratory,12
Influenza,Respiratory,11
Influenza,Respiratory,8
Unknown,Enteric,6
Influenza,Respiratory,13
Unknown,Enteric,15
Influenza,Respiratory,15
Influenza,Respiratory,17
Metapneumovirus,Respiratory,17
Unknown,Enteric,19
Influenza,Respiratory,13
Influenza,Respiratory,17
Influenza,Respiratory,6
Metapneumovirus,Respiratory,8
Influenza,Respiratory,11
Unknown,Respiratory,12
Unknown,Enteric,8
Unknown,Respiratory,8
Influenza,Respiratory,16
Unknown,Enteric,20
Influenza,Respiratory,8
Influenza,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,13
Unknown,Enteric,23
Unknown,Respiratory,7
Influenza,Respiratory,12
Influenza,Respiratory,10
Unknown,Enteric,22
Influenza,Respiratory,11
Influenza,Respiratory,8
Influenza,Respiratory,12
Influenza,Respiratory,11
Unknown,Respiratory,8
Unknown,Enteric,37
Influenza,Respiratory,10
Unknown,Enteric,6
Unknown,Respiratory,26
Influenza,Respiratory,10
Influenza,Respiratory,9
Unknown,Enteric,13
Influenza,Respiratory,7
RSV,Respiratory,4
Influenza,Respiratory,17
Unknown,Enteric,9
Influenza,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,4
Influenza,Respiratory,9
Influenza,Respiratory,14
Influenza,Respiratory,10
Influenza,Respiratory,14
Influenza,Respiratory,15
Influenza,Respiratory,12
Influenza,Respiratory,12
Clostridium Difficile,Enteric,40
Influenza,Respiratory,19
Unknown,Enteric,10
Metapneumovirus,Respiratory,13
Influenza,Respiratory,16
Streptococcus,Respiratory,50
Influenza,Respiratory,18
Influenza,Respiratory,7
Influenza,Respiratory,18
Influenza,Respiratory,17
Influenza,Respiratory,7
Influenza,Respiratory,18
Unknown,Enteric,12
Influenza,Respiratory,15
Influenza,Respiratory,7
Influenza,Respiratory,9
Influenza,Respiratory,12
Influenza,Respiratory,6
Influenza,Respiratory,6
Influenza,Respiratory,12
Unknown,Enteric,13
Influenza,Respiratory,11
Unknown,Respiratory,16
Unknown,Respiratory,10
Influenza,Respiratory,17
Influenza,Respiratory,7
Influenza,Respiratory,22
Unknown,Enteric,7
Influenza,Respiratory,9
Influenza,Respiratory,9
Unknown,Respiratory,6
Influenza,Respiratory,9
Unknown,Respiratory,6
Influenza,Respiratory,8
Influenza,Respiratory,16
Influenza,Respiratory,5
Unknown,Respiratory,13
Unknown,Enteric,6
Unknown,Enteric,7
Unknown,Enteric,8
Influenza,Respiratory,22
Influenza,Respiratory,10
Influenza,Respiratory,14
Unknown,Enteric,9
Influenza,Respiratory,12
Influenza,Respiratory,8
Influenza,Respiratory,6
Influenza,Respiratory,19
Influenza,Respiratory,4
Influenza,Respiratory,14
Influenza,Respiratory,13
Unknown,Enteric,10
Unknown,Enteric,11
Influenza,Respiratory,10
Unknown,Enteric,13
Influenza,Respiratory,16
Unknown,Enteric,8
Influenza,Respiratory,12
Influenza,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,9
Influenza,Respiratory,9
Influenza,Respiratory,12
Influenza,Respiratory,15
Influenza,Respiratory,22
Influenza,Respiratory,17
Influenza,Respiratory,12
Unknown,Enteric,4
Influenza,Respiratory,9
Influenza,Respiratory,7
Influenza,Respiratory,12
Influenza,Respiratory,18
Influenza,Respiratory,9
Influenza,Respiratory,13
Influenza,Respiratory,7
Unknown,Enteric,15
Clostridium Difficile,Enteric,14
Influenza,Respiratory,8
Unknown,Enteric,20
Influenza,Respiratory,22
Influenza,Respiratory,15
Coronavirus,Respiratory,13
Influenza,Respiratory,16
Influenza,Respiratory,11
Influenza,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,17
Influenza,Respiratory,17
Influenza,Respiratory,21
Influenza,Respiratory,13
Influenza,Respiratory,8
Influenza,Respiratory,8
Influenza,Respiratory,11
Influenza,Respiratory,16
Unknown,Enteric,11
Influenza,Respiratory,15
Influenza,Respiratory,25
Influenza,Respiratory,25
Influenza,Respiratory,10
Influenza,Respiratory,21
Influenza,Respiratory,14
Influenza,Respiratory,16
Influenza,Respiratory,8
Unknown,Respiratory,15
Influenza,Respiratory,8
Unknown,Enteric,7
Influenza,Respiratory,11
Unknown,Respiratory,11
Unknown,Enteric,8
Unknown,Respiratory,20
Influenza,Respiratory,7
Influenza,Respiratory,27
Influenza,Respiratory,8
Unknown,Enteric,19
Unknown,Respiratory,15
Unknown,Enteric,10
Unknown,Enteric,12
Influenza,Respiratory,24
Influenza,Respiratory,16
Unknown,Enteric,25
Influenza,Respiratory,15
RSV,Respiratory,9
Influenza,Respiratory,29
Unknown,Enteric,22
Influenza,Respiratory,25
Influenza,Respiratory,23
Influenza,Respiratory,23
Influenza,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,9
Influenza,Respiratory,15
Unknown,Respiratory,22
Influenza,Respiratory,22
Influenza,Respiratory,8
Influenza,Respiratory,17
Unknown,Enteric,25
Unknown,Respiratory,9
Influenza,Respiratory,11
Influenza,Respiratory,10
Influenza,Respiratory,16
Influenza,Respiratory,19
Influenza,Respiratory,26
Influenza,Respiratory,11
Influenza,Respiratory,19
Influenza,Respiratory,8
Unknown,Respiratory,13
Influenza,Respiratory,6
Unknown,Respiratory,8
Unknown,Respiratory,27
Influenza,Respiratory,9
Influenza,Respiratory,15
Influenza,Respiratory,20
Influenza,Respiratory,13
Influenza,Respiratory,15
Influenza,Respiratory,11
Unknown,Enteric,22
Influenza,Respiratory,10
Influenza,Respiratory,15
Influenza,Respiratory,12
Unknown,Respiratory,10
Influenza,Respiratory,23
Influenza,Respiratory,18
Unknown,Respiratory,7
Influenza,Respiratory,10
Influenza,Respiratory,15
Unknown,Enteric,15
Influenza,Respiratory,35
Influenza,Respiratory,8
Influenza,Respiratory,8
Metapneumovirus,Respiratory,11
Influenza,Respiratory,14
Unknown,Respiratory,18
Influenza,Respiratory,20
Influenza,Respiratory,12
Influenza,Respiratory,7
RSV,Respiratory,12
Unknown,Enteric,9
Unknown,Enteric,15
Influenza,Respiratory,15
Influenza,Respiratory,28
Influenza,Respiratory,28
Influenza,Respiratory,13
Influenza,Respiratory,21
Unknown,Enteric,8
Influenza,Respiratory,15
Influenza,Respiratory,14
Influenza,Respiratory,15
Influenza,Respiratory,28
Influenza,Respiratory,11
Unknown,Enteric,27
Unknown,Respiratory,12
Influenza,Respiratory,14
Influenza,Respiratory,10
Unknown,Enteric,5
Influenza,Respiratory,6
Unknown,Respiratory,16
Unknown,Respiratory,14
Influenza,Respiratory,11
Influenza,Respiratory,28
Unknown,Enteric,14
Influenza,Respiratory,26
Influenza,Respiratory,26
Influenza,Respiratory,14
Influenza,Respiratory,22
Influenza,Respiratory,8
Influenza,Respiratory,15
Influenza,Respiratory,15
Influenza,Respiratory,26
Influenza,Respiratory,26
Influenza,Respiratory,12
RSV,Respiratory,16
Unknown,Respiratory,8
Unknown,Enteric,27
Unknown,Enteric,10
Influenza,Respiratory,28
Influenza,Respiratory,27
Unknown,Enteric,15
Unknown,Enteric,20
Unknown,Enteric,14
Unknown,Enteric,4
